"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"17165","sp|Q3E7Y3|RS22B_YEAST;sp|P0C0W1|RS22A_YEAST","conditionC-conditionB",5.25020974392917e-08,-0.632182212857146,1.00017093595626e-06,"YEAST","1","-0.599462070416271"
"17166","sp|P20967|ODO1_YEAST","conditionC-conditionB",5.28599334999507e-08,-0.584048201648496,1.00469914513656e-06,"YEAST","1","-0.599462070416271"
"17167","sp|P53183|YGD9_YEAST","conditionC-conditionB",5.3020919212693e-08,-0.575671022301107,1.00547380357313e-06,"YEAST","1","-0.599462070416271"
"17168","sp|P35817|BDF1_YEAST","conditionC-conditionB",5.32878994361308e-08,-0.544255127382008,1.00656979228245e-06,"YEAST","1","-0.599462070416271"
"17169","sp|Q01939|PRS8_YEAST","conditionC-conditionB",5.33194329763395e-08,-0.533821402283357,1.00656979228245e-06,"YEAST","1","-0.599462070416271"
"17170","sp|P36421|SYYC_YEAST","conditionC-conditionB",5.36394107178302e-08,-0.604775001364738,1.01032971133607e-06,"YEAST","1","-0.599462070416271"
"17171","sp|Q05905|HRI1_YEAST","conditionC-conditionB",5.3886757952078e-08,-0.590589049455461,1.01270776798478e-06,"YEAST","1","-0.599462070416271"
"17172","sp|P36081|PSG1_YEAST","conditionC-conditionB",5.47038517639042e-08,-0.671571550639562,1.02418797489331e-06,"YEAST","1","-0.599462070416271"
"17173","sp|P02557|TBB_YEAST","conditionC-conditionB",5.47668055732868e-08,-0.555991662714806,1.02418797489331e-06,"YEAST","1","-0.599462070416271"
"17174","sp|Q02892|NOG1_YEAST","conditionC-conditionB",5.48650260375704e-08,-0.525645933473916,1.02418797489331e-06,"YEAST","1","-0.599462070416271"
"17175","sp|P38840|ARO9_YEAST","conditionC-conditionB",5.53756027796248e-08,-0.492100742054848,1.02569667417249e-06,"YEAST","1","-0.599462070416271"
"17176","sp|P38999|LYS9_YEAST","conditionC-conditionB",5.53970800836529e-08,-0.562752143311289,1.02569667417249e-06,"YEAST","1","-0.599462070416271"
"17177","sp|Q05515|SVF1_YEAST","conditionC-conditionB",5.5402503910534e-08,-0.579377865862389,1.02569667417249e-06,"YEAST","1","-0.599462070416271"
"17178","sp|P39077|TCPG_YEAST","conditionC-conditionB",5.54364339024231e-08,-0.524811510421725,1.02569667417249e-06,"YEAST","1","-0.599462070416271"
"17179","sp|P38791|DHYS_YEAST","conditionC-conditionB",5.57397277656596e-08,-0.595335194546614,1.02655590245454e-06,"YEAST","1","-0.599462070416271"
"17180","sp|P38688|SRP72_YEAST","conditionC-conditionB",5.57650263033036e-08,-0.7103946472792,1.02655590245454e-06,"YEAST","1","-0.599462070416271"
"17181","sp|P39076|TCPB_YEAST","conditionC-conditionB",5.58511222787057e-08,-0.505219763729899,1.02655590245454e-06,"YEAST","1","-0.599462070416271"
"17182","sp|P38249|EIF3A_YEAST","conditionC-conditionB",5.64143993487454e-08,-0.549258141356204,1.03463513542447e-06,"YEAST","1","-0.599462070416271"
"17183","sp|P50108|MNN10_YEAST","conditionC-conditionB",5.67704528487519e-08,-1.21308033472,1.03888686471359e-06,"YEAST","1","-0.599462070416271"
"17184","sp|Q05022|RRP5_YEAST","conditionC-conditionB",5.833812016279e-08,-0.542887140290023,1.06524388410789e-06,"YEAST","1","-0.599462070416271"
"17185","sp|Q08220|GSHB_YEAST","conditionC-conditionB",5.88198419916364e-08,-0.506178167491981,1.0706870332983e-06,"YEAST","1","-0.599462070416271"
"17186","sp|P38837|NSG1_YEAST","conditionC-conditionB",5.89595041727911e-08,-0.731030664842274,1.0706870332983e-06,"YEAST","1","-0.599462070416271"
"17187","sp|P32353|ERG3_YEAST","conditionC-conditionB",5.90794630822162e-08,-0.565723853209619,1.0706870332983e-06,"YEAST","1","-0.599462070416271"
"17188","sp|P40991|NOP2_YEAST","conditionC-conditionB",5.91483211029314e-08,-0.557814565885383,1.0706870332983e-06,"YEAST","1","-0.599462070416271"
"17189","sp|Q12068|GRE2_YEAST","conditionC-conditionB",5.96499916938197e-08,-0.613684167525777,1.07743602707433e-06,"YEAST","1","-0.599462070416271"
"17190","sp|P32583|SRP40_YEAST","conditionC-conditionB",6.11552009757027e-08,-0.672353690204337,1.10224341758578e-06,"YEAST","1","-0.599462070416271"
"17191","sp|P53723|YN8B_YEAST","conditionC-conditionB",6.13524654355891e-08,-0.526988529333013,1.10342079233942e-06,"YEAST","1","-0.599462070416271"
"17192","sp|P38431|IF5_YEAST","conditionC-conditionB",6.15459481346282e-08,-0.616266616592355,1.10452524517145e-06,"YEAST","1","-0.599462070416271"
"17193","sp|P16603|NCPR_YEAST","conditionC-conditionB",6.19674668037427e-08,-0.502810297788624,1.10970861858608e-06,"YEAST","1","-0.599462070416271"
"17194","sp|P06103|EIF3B_YEAST","conditionC-conditionB",6.27071701342669e-08,-0.573649674266081,1.12055569195059e-06,"YEAST","1","-0.599462070416271"
"17195","sp|P13586|ATC1_YEAST","conditionC-conditionB",6.29739579214597e-08,-0.574478551569835,1.12292368890654e-06,"YEAST","1","-0.599462070416271"
"17196","sp|P40024|ARB1_YEAST","conditionC-conditionB",6.42402787824569e-08,-0.611461656856064,1.13903034313723e-06,"YEAST","1","-0.599462070416271"
"17197","sp|P41807|VATH_YEAST","conditionC-conditionB",6.42997423769594e-08,-0.617521479644692,1.13903034313723e-06,"YEAST","1","-0.599462070416271"
"17198","sp|P32377|MVD1_YEAST","conditionC-conditionB",6.43061188521057e-08,-0.506892923814642,1.13903034313723e-06,"YEAST","1","-0.599462070416271"
"17199","sp|Q8TBF8|FA81A_HUMAN","conditionC-conditionB",6.44220198856764e-08,-0.588937338835447,1.13903034313723e-06,"HUMAN","0","0"
"17200","sp|P19524|MYO2_YEAST;sp|P32492|MYO4_YEAST","conditionC-conditionB",6.49297164739644e-08,-0.601528609869571,1.14350942525312e-06,"YEAST","1","-0.599462070416271"
"17201","sp|P80967|TOM5_YEAST","conditionC-conditionB",6.49488194422135e-08,-0.661460016777251,1.14350942525312e-06,"YEAST","1","-0.599462070416271"
"17202","sp|Q12680|GLT1_YEAST","conditionC-conditionB",6.53712293213627e-08,-0.553647828436622,1.14688177368602e-06,"YEAST","1","-0.599462070416271"
"17203","sp|Q04373|PUF6_YEAST","conditionC-conditionB",6.54146366194228e-08,-0.590557256827988,1.14688177368602e-06,"YEAST","1","-0.599462070416271"
"17204","sp|P36160|RPF2_YEAST","conditionC-conditionB",6.76848647553983e-08,-0.578828534092043,1.18219171183392e-06,"YEAST","1","-0.599462070416271"
"17205","sp|P09440|C1TM_YEAST","conditionC-conditionB",6.77113272711283e-08,-0.562156785405514,1.18219171183392e-06,"YEAST","1","-0.599462070416271"
"17206","sp|P39936|IF4F2_YEAST","conditionC-conditionB",6.82828154689378e-08,-0.533750259021148,1.18968580368068e-06,"YEAST","1","-0.599462070416271"
"17207","sp|P32366|VA0D_YEAST","conditionC-conditionB",6.86872410070123e-08,-0.640686253969972,1.19424406765415e-06,"YEAST","1","-0.599462070416271"
"17208","sp|P51402|RL37B_YEAST","conditionC-conditionB",6.8953388574382e-08,-0.618546091313941,1.19638420881236e-06,"YEAST","1","-0.599462070416271"
"17209","sp|P40217|EIF3I_YEAST","conditionC-conditionB",7.03712151281048e-08,-0.632139354569715,1.21845646400899e-06,"YEAST","1","-0.599462070416271"
"17210","sp|P01097|ATIF_YEAST","conditionC-conditionB",7.08366563055808e-08,-0.544697013613068,1.21970944868015e-06,"YEAST","1","-0.599462070416271"
"17211","sp|Q03048|COFI_YEAST","conditionC-conditionB",7.08832278987427e-08,-0.611030368103914,1.21970944868015e-06,"YEAST","1","-0.599462070416271"
"17212","sp|P16387|ODPA_YEAST","conditionC-conditionB",7.09078953087434e-08,-0.54398597172691,1.21970944868015e-06,"YEAST","1","-0.599462070416271"
"17213","sp|Q03195|RLI1_YEAST","conditionC-conditionB",7.10910500633655e-08,-0.625403635898904,1.21970944868015e-06,"YEAST","1","-0.599462070416271"
"17214","sp|P38996|NAB3_YEAST","conditionC-conditionB",7.11728101107154e-08,-0.699028646661992,1.21970944868015e-06,"YEAST","1","-0.599462070416271"
"17215","sp|Q02969|PEX25_YEAST","conditionC-conditionB",7.15070212977803e-08,-0.611001169138016,1.22293091843218e-06,"YEAST","1","-0.599462070416271"
"17216","sp|Q04773|YMW4_YEAST","conditionC-conditionB",7.18744189517527e-08,-0.575158840884383,1.22670564427246e-06,"YEAST","1","-0.599462070416271"
"17217","sp|P06786|TOP2_YEAST","conditionC-conditionB",7.24772501139066e-08,-0.534516575481226,1.23329990560747e-06,"YEAST","1","-0.599462070416271"
"17218","sp|P25087|ERG6_YEAST","conditionC-conditionB",7.25557280352596e-08,-0.600822870146976,1.23329990560747e-06,"YEAST","1","-0.599462070416271"
"17219","sp|P05748|RL15A_YEAST;sp|P54780|RL15B_YEAST","conditionC-conditionB",7.32515991082866e-08,-0.656051647234166,1.24260268426491e-06,"YEAST","1","-0.599462070416271"
"17220","sp|Q12265|KPR5_YEAST","conditionC-conditionB",7.39361505038888e-08,-0.552030607252873,1.25167616733608e-06,"YEAST","1","-0.599462070416271"
"17221","sp|P0CX26|RL43B_YEAST;sp|P0CX25|RL43A_YEAST","conditionC-conditionB",7.45088679762811e-08,-0.547190790762677,1.25882356138513e-06,"YEAST","1","-0.599462070416271"
"17222","sp|P38845|CRP1_YEAST","conditionC-conditionB",7.49570684213519e-08,-0.553076672904903,1.26384266775759e-06,"YEAST","1","-0.599462070416271"
"17223","sp|Q04491|SEC13_YEAST","conditionC-conditionB",7.54232686155569e-08,-0.554256829973429,1.26914445760946e-06,"YEAST","1","-0.599462070416271"
"17224","sp|P23542|AATC_YEAST","conditionC-conditionB",7.56630706192017e-08,-0.546655670520501,1.27062301122165e-06,"YEAST","1","-0.599462070416271"
"17225","sp|Q12458|YPR1_YEAST","conditionC-conditionB",7.58987920062593e-08,-0.584859326692546,1.27202724959588e-06,"YEAST","1","-0.599462070416271"
"17226","sp|Q99207|NOP14_YEAST","conditionC-conditionB",7.66812520492498e-08,-0.481216532285398,1.2799355606154e-06,"YEAST","1","-0.599462070416271"
"17227","sp|Q3E764|TMA7_YEAST","conditionC-conditionB",7.67006600384429e-08,-0.489996451608919,1.2799355606154e-06,"YEAST","1","-0.599462070416271"
"17228","sp|P32495|NHP2_YEAST","conditionC-conditionB",7.68298040689863e-08,-0.622737692211882,1.2799355606154e-06,"YEAST","1","-0.599462070416271"
"17229","sp|P39729|RBG1_YEAST","conditionC-conditionB",7.92376005659558e-08,-0.669068880304059,1.31500803605366e-06,"YEAST","1","-0.599462070416271"
"17230","sp|Q01477|UBP3_YEAST","conditionC-conditionB",7.92719681224399e-08,-0.601572823817317,1.31500803605366e-06,"YEAST","1","-0.599462070416271"
"17231","sp|P47912|LCF4_YEAST","conditionC-conditionB",7.94067987811908e-08,-0.573630063661192,1.31500803605366e-06,"YEAST","1","-0.599462070416271"
"17232","sp|Q12024|YTM1_YEAST","conditionC-conditionB",7.98792027536205e-08,-0.629091249020717,1.32021694195361e-06,"YEAST","1","-0.599462070416271"
"17233","sp|P40509|COPE_YEAST","conditionC-conditionB",8.02181969104395e-08,-0.487633520540619,1.32320469578305e-06,"YEAST","1","-0.599462070416271"
"17234","sp|P48363|PFD3_YEAST","conditionC-conditionB",8.06851727358839e-08,-0.540521828003328,1.3282875976185e-06,"YEAST","1","-0.599462070416271"
"17235","sp|P40482|SEC24_YEAST","conditionC-conditionB",8.13033154253819e-08,-0.547327764859067,1.33363222511031e-06,"YEAST","1","-0.599462070416271"
"17236","sp|P39676|FHP_YEAST","conditionC-conditionB",8.13287617847971e-08,-0.555779637540231,1.33363222511031e-06,"YEAST","1","-0.599462070416271"
"17237","sp|P25719|CYPC_YEAST","conditionC-conditionB",8.17690907957565e-08,-0.487061150515139,1.33822877950081e-06,"YEAST","1","-0.599462070416271"
"17238","sp|Q99260|YPT6_YEAST","conditionC-conditionB",8.30709141925975e-08,-0.624109003624707,1.35687901443885e-06,"YEAST","1","-0.599462070416271"
"17239","sp|P22137|CLH_YEAST","conditionC-conditionB",8.33166453981497e-08,-0.533901166157382,1.35823997166613e-06,"YEAST","1","-0.599462070416271"
"17240","sp|P25586|KRR1_YEAST","conditionC-conditionB",8.42219935559581e-08,-0.520262228212813,1.37032788347953e-06,"YEAST","1","-0.599462070416271"
"17241","sp|Q12460|NOP56_YEAST","conditionC-conditionB",8.49155647259471e-08,-0.611665011753589,1.37669515497612e-06,"YEAST","1","-0.599462070416271"
"17242","sp|P0CX52|RS16B_YEAST;sp|P0CX51|RS16A_YEAST","conditionC-conditionB",8.49425684524307e-08,-0.60249919839236,1.37669515497612e-06,"YEAST","1","-0.599462070416271"
"17243","sp|P26321|RL5_YEAST","conditionC-conditionB",8.53258323876875e-08,-0.633034628909531,1.37822925453264e-06,"YEAST","1","-0.599462070416271"
"17244","sp|P32623|CRH2_YEAST","conditionC-conditionB",8.53668245662927e-08,-0.677691214847411,1.37822925453264e-06,"YEAST","1","-0.599462070416271"
"17245","sp|Q03532|HAS1_YEAST","conditionC-conditionB",8.58510878903731e-08,-0.502063556112824,1.38337697115066e-06,"YEAST","1","-0.599462070416271"
"17246","sp|P53072|TAN1_YEAST","conditionC-conditionB",8.63166837202e-08,-0.664358561578138,1.38820466529237e-06,"YEAST","1","-0.599462070416271"
"17247","sp|P36152|DRE2_YEAST","conditionC-conditionB",8.67611197886403e-08,-0.668326355526183,1.39267417426564e-06,"YEAST","1","-0.599462070416271"
"17248","sp|P43616|DUG1_YEAST","conditionC-conditionB",8.83283547314452e-08,-0.605305244596204,1.41360494071601e-06,"YEAST","1","-0.599462070416271"
"17249","sp|P43582|WWM1_YEAST","conditionC-conditionB",8.84031309332145e-08,-0.599548436679236,1.41360494071601e-06,"YEAST","1","-0.599462070416271"
"17250","sp|P20081|FKBP_YEAST","conditionC-conditionB",8.91753054826603e-08,-0.569342420405361,1.42323106822803e-06,"YEAST","1","-0.599462070416271"
"17251","sp|P47068|BBC1_YEAST","conditionC-conditionB",8.97538002377126e-08,-0.519249513046463,1.42973529788189e-06,"YEAST","1","-0.599462070416271"
"17252","sp|P21306|ATP5E_YEAST","conditionC-conditionB",9.15575919860109e-08,-0.822017905300825,1.45569608703234e-06,"YEAST","1","-0.599462070416271"
"17253","sp|P40825|SYA_YEAST","conditionC-conditionB",9.2674813156634e-08,-0.594479494829806,1.47066311656344e-06,"YEAST","1","-0.599462070416271"
"17254","sp|P25635|PWP2_YEAST","conditionC-conditionB",9.29729944419508e-08,-0.558256023820281,1.47260066764779e-06,"YEAST","1","-0.599462070416271"
"17255","sp|P54858|DOS2_YEAST","conditionC-conditionB",9.3263541496024e-08,-0.580054134014031,1.47441020327268e-06,"YEAST","1","-0.599462070416271"
"17256","sp|P53883|NOP13_YEAST","conditionC-conditionB",9.35083471622309e-08,-0.525497200192938,1.47442900200064e-06,"YEAST","1","-0.599462070416271"
"17257","sp|P07172|HIS8_YEAST","conditionC-conditionB",9.36173382831924e-08,-0.568741677952423,1.47442900200064e-06,"YEAST","1","-0.599462070416271"
"17258","sp|P05373|HEM2_YEAST","conditionC-conditionB",9.40365890682291e-08,-0.528533694658221,1.47716111829062e-06,"YEAST","1","-0.599462070416271"
"17259","sp|P14065|GCY1_YEAST","conditionC-conditionB",9.42332016763222e-08,-0.703566094782094,1.47716111829062e-06,"YEAST","1","-0.599462070416271"
"17260","sp|P17891|CLC1_YEAST","conditionC-conditionB",9.43207027582438e-08,-0.653870719201625,1.47716111829062e-06,"YEAST","1","-0.599462070416271"
"17261","sp|Q04439|MYO5_YEAST","conditionC-conditionB",9.51069716691803e-08,-0.550912177939024,1.48669084872777e-06,"YEAST","1","-0.599462070416271"
"17262","sp|P21538|REB1_YEAST","conditionC-conditionB",9.59345829978947e-08,-0.603875451312277,1.49683007017051e-06,"YEAST","1","-0.599462070416271"
"17263","sp|P54113|PUR91_YEAST","conditionC-conditionB",9.71076699533473e-08,-0.537815347245883,1.51231181344477e-06,"YEAST","1","-0.599462070416271"
"17264","sp|P32867|SSO1_YEAST","conditionC-conditionB",9.80478908226889e-08,-0.559906249313376,1.52411619135715e-06,"YEAST","1","-0.599462070416271"
"17265","sp|P46969|RPE_YEAST","conditionC-conditionB",9.84640589295886e-08,-0.54859038075454,1.52774568613757e-06,"YEAST","1","-0.599462070416271"
"17266","sp|P53852|SYC_YEAST","conditionC-conditionB",9.87625728823288e-08,-0.552848003330747,1.5295396241017e-06,"YEAST","1","-0.599462070416271"
"17267","sp|P06101|CDC37_YEAST","conditionC-conditionB",9.90660042120357e-08,-0.509209297909501,1.5314029449635e-06,"YEAST","1","-0.599462070416271"
"17268","sp|P24280|SEC14_YEAST;sp|P33324|YKJ1_YEAST","conditionC-conditionB",1.00186869701838e-07,-0.549434625884902,1.54107633989972e-06,"YEAST","1","-0.599462070416271"
"17269","sp|Q12754|RRP12_YEAST","conditionC-conditionB",1.00192130843912e-07,-0.666206917783356,1.54107633989972e-06,"YEAST","1","-0.599462070416271"
"17270","sp|P54861|DNM1_YEAST","conditionC-conditionB",1.00244592718576e-07,-0.565821496459347,1.54107633989972e-06,"YEAST","1","-0.599462070416271"
"17271","sp|P15873|PCNA_YEAST","conditionC-conditionB",1.00450201206117e-07,-0.523418661881843,1.54140372970046e-06,"YEAST","1","-0.599462070416271"
"17272","sp|P32588|PUB1_YEAST","conditionC-conditionB",1.00961581295993e-07,-0.586597099356208,1.54577471354986e-06,"YEAST","1","-0.599462070416271"
"17273","sp|P39517|DHH1_YEAST","conditionC-conditionB",1.01104719396362e-07,-0.44861353900099,1.54577471354986e-06,"YEAST","1","-0.599462070416271"
"17274","sp|P41811|COPB2_YEAST","conditionC-conditionB",1.03012248350965e-07,-0.636933541192394,1.57206465868452e-06,"YEAST","1","-0.599462070416271"
"17275","sp|P39926|SSO2_YEAST","conditionC-conditionB",1.06181082107416e-07,-0.573002713514271,1.61573542074502e-06,"YEAST","1","-0.599462070416271"
"17276","sp|P46367|ALDH4_YEAST","conditionC-conditionB",1.06260251274633e-07,-0.588312214117989,1.61573542074502e-06,"YEAST","1","-0.599462070416271"
"17277","sp|P39976|DLD3_YEAST","conditionC-conditionB",1.07962583692619e-07,-0.572416688649064,1.63864081201701e-06,"YEAST","1","-0.599462070416271"
"17278","sp|P04161|PUR3_YEAST","conditionC-conditionB",1.08678054492711e-07,-0.678935884607894,1.64651190167128e-06,"YEAST","1","-0.599462070416271"
"17279","sp|P53075|SHE10_YEAST","conditionC-conditionB",1.09142381255168e-07,-0.660015964106434,1.64849714799572e-06,"YEAST","1","-0.599462070416271"
"17280","sp|Q05775|EIF3J_YEAST","conditionC-conditionB",1.09203326556216e-07,-0.632931571293414,1.64849714799572e-06,"YEAST","1","-0.599462070416271"
"17281","sp|P32458|CDC11_YEAST","conditionC-conditionB",1.09623557312985e-07,-0.511977551203945,1.65057902493386e-06,"YEAST","1","-0.599462070416271"
"17282","sp|P38344|REI1_YEAST","conditionC-conditionB",1.09796652915518e-07,-0.630835222062828,1.65057902493386e-06,"YEAST","1","-0.599462070416271"
"17283","sp|P39109|YCFI_YEAST","conditionC-conditionB",1.09933339338534e-07,-0.613652799965894,1.65057902493386e-06,"YEAST","1","-0.599462070416271"
"17284","sp|P40047|ALDH5_YEAST","conditionC-conditionB",1.10710305423605e-07,-0.553177902949014,1.65661378649854e-06,"YEAST","1","-0.599462070416271"
"17285","sp|Q06142|IMB1_YEAST","conditionC-conditionB",1.1073144884045e-07,-0.616653432856265,1.65661378649854e-06,"YEAST","1","-0.599462070416271"
"17286","sp|P42945|UTP10_YEAST","conditionC-conditionB",1.12010818737223e-07,-0.515755630695199,1.67276156624892e-06,"YEAST","1","-0.599462070416271"
"17287","sp|P40319|ELO3_YEAST","conditionC-conditionB",1.1347301576484e-07,-0.639419557841834,1.6915772385764e-06,"YEAST","1","-0.599462070416271"
"17288","sp|P53235|EIF2A_YEAST","conditionC-conditionB",1.14321078122561e-07,-0.61060270689526,1.70118714651063e-06,"YEAST","1","-0.599462070416271"
"17289","sp|P25694|CDC48_YEAST","conditionC-conditionB",1.14675618734546e-07,-0.501239217205895,1.70343197065188e-06,"YEAST","1","-0.599462070416271"
"17290","sp|P53303|ZPR1_YEAST","conditionC-conditionB",1.15270882577739e-07,-0.600342295656491,1.7092382819107e-06,"YEAST","1","-0.599462070416271"
"17291","sp|Q01662|MAP1_YEAST","conditionC-conditionB",1.17883441604198e-07,-0.571710348990787,1.74488357900161e-06,"YEAST","1","-0.599462070416271"
"17292","sp|Q12349|ATP14_YEAST","conditionC-conditionB",1.19725633378659e-07,-0.663355138560181,1.76902026845535e-06,"YEAST","1","-0.599462070416271"
"17293","sp|P32463|ACPM_YEAST","conditionC-conditionB",1.23304845323538e-07,-0.611812206371899,1.81604051597859e-06,"YEAST","1","-0.599462070416271"
"17294","sp|P40477|NU159_YEAST","conditionC-conditionB",1.23532750678674e-07,-0.487661114693922,1.81604051597859e-06,"YEAST","1","-0.599462070416271"
"17295","sp|P40053|AIM9_YEAST","conditionC-conditionB",1.2355937505582e-07,-0.55499907931627,1.81604051597859e-06,"YEAST","1","-0.599462070416271"
"17296","sp|P38260|FES1_YEAST","conditionC-conditionB",1.26830107774855e-07,-0.563260337288407,1.86084244091423e-06,"YEAST","1","-0.599462070416271"
"17297","sp|P06367|RS14A_YEAST;sp|P39516|RS14B_YEAST","conditionC-conditionB",1.27390581958775e-07,-0.634433854539793,1.86579235888132e-06,"YEAST","1","-0.599462070416271"
"17298","sp|P38144|ISW1_YEAST","conditionC-conditionB",1.29080028672555e-07,-0.587634034303148,1.88658337743975e-06,"YEAST","1","-0.599462070416271"
"17299","sp|P05756|RS13_YEAST","conditionC-conditionB",1.29261302794807e-07,-0.542427996626455,1.88658337743975e-06,"YEAST","1","-0.599462070416271"
"17300","sp|P53299|TIM13_YEAST","conditionC-conditionB",1.30017615452875e-07,-0.582027870613277,1.89309387965093e-06,"YEAST","1","-0.599462070416271"
"17301","sp|P38703|LAG1_YEAST","conditionC-conditionB",1.30448560404216e-07,-0.495278156174943,1.89309387965093e-06,"YEAST","1","-0.599462070416271"
"17302","sp|P38912|IF1A_YEAST","conditionC-conditionB",1.30511954898139e-07,-0.668220366960607,1.89309387965093e-06,"YEAST","1","-0.599462070416271"
"17303","sp|Q6Q547|NOP10_YEAST","conditionC-conditionB",1.30612838521893e-07,-0.535468620586626,1.89309387965093e-06,"YEAST","1","-0.599462070416271"
"17304","sp|P40202|CCS1_YEAST","conditionC-conditionB",1.30929067921177e-07,-0.697026546128173,1.89439410903945e-06,"YEAST","1","-0.599462070416271"
"17305","sp|Q08412|CUE5_YEAST","conditionC-conditionB",1.34589344547911e-07,-0.588973461363229,1.94399082634573e-06,"YEAST","1","-0.599462070416271"
"17306","sp|Q03640|TCB3_YEAST","conditionC-conditionB",1.35384977415479e-07,-0.495780930850487,1.95211132090629e-06,"YEAST","1","-0.599462070416271"
"17307","sp|P32476|ERG1_YEAST","conditionC-conditionB",1.3678564123782e-07,-0.606821756387548,1.96891276707727e-06,"YEAST","1","-0.599462070416271"
"17308","sp|P33204|ARPC4_YEAST","conditionC-conditionB",1.37920592153936e-07,-0.749307055486975,1.98018841426279e-06,"YEAST","1","-0.599462070416271"
"17309","sp|P33302|PDR5_YEAST;sp|Q04182|PDR15_YEAST;sp|P51533|PDR10_YEAST","conditionC-conditionB",1.38151492070409e-07,-0.426437218286498,1.98018841426279e-06,"YEAST","1","-0.599462070416271"
"17310","sp|P32521|PAN1_YEAST","conditionC-conditionB",1.38279329657954e-07,-0.516140036437166,1.98018841426279e-06,"YEAST","1","-0.599462070416271"
"17311","sp|P00445|SODC_YEAST","conditionC-conditionB",1.40097025593242e-07,-0.637971996936552,2.00278876074578e-06,"YEAST","1","-0.599462070416271"
"17312","sp|P47008|SFH5_YEAST","conditionC-conditionB",1.41151888082955e-07,-0.553893519558084,2.0144253242965e-06,"YEAST","1","-0.599462070416271"
"17313","sp|Q01080|RPA49_YEAST","conditionC-conditionB",1.42352558920769e-07,-0.533720005085941,2.02809957453899e-06,"YEAST","1","-0.599462070416271"
"17314","sp|P09436|SYIC_YEAST","conditionC-conditionB",1.44225761656432e-07,-0.52385840177431,2.0512925930829e-06,"YEAST","1","-0.599462070416271"
"17315","sp|P40483|YIK8_YEAST","conditionC-conditionB",1.44502726420713e-07,-0.651350880658452,2.05174244661533e-06,"YEAST","1","-0.599462070416271"
"17316","sp|P25037|UBP1_YEAST","conditionC-conditionB",1.45831109125088e-07,-0.596002924780222,2.06709417900527e-06,"YEAST","1","-0.599462070416271"
"17317","sp|Q08985|SAM4_YEAST;sp|Q04898|YM99_YEAST","conditionC-conditionB",1.47917144172368e-07,-0.594090071204382,2.09311518902456e-06,"YEAST","1","-0.599462070416271"
"17318","sp|P38137|FAT2_YEAST","conditionC-conditionB",1.49540422262467e-07,-0.65206592704569,2.11251106652198e-06,"YEAST","1","-0.599462070416271"
"17319","sp|P17423|KHSE_YEAST","conditionC-conditionB",1.49906916135785e-07,-0.581109473316097,2.1141172675271e-06,"YEAST","1","-0.599462070416271"
"17320","sp|Q06505|IWS1_YEAST","conditionC-conditionB",1.51520849007533e-07,-0.524600778190519,2.13328090951178e-06,"YEAST","1","-0.599462070416271"
"17321","sp|P22943|HSP12_YEAST","conditionC-conditionB",1.52631155206542e-07,-0.722927449634028,2.14530143023918e-06,"YEAST","1","-0.599462070416271"
"17322","sp|P38203|LSM2_YEAST","conditionC-conditionB",1.5310474366308e-07,-0.564303889691157,2.14812934594675e-06,"YEAST","1","-0.599462070416271"
"17323","sp|Q04947|RTN1_YEAST","conditionC-conditionB",1.53346074319049e-07,-0.625394259217797,2.14812934594675e-06,"YEAST","1","-0.599462070416271"
"17324","sp|Q92317|NCB2_YEAST","conditionC-conditionB",1.55468227684856e-07,-0.574559270221196,2.1742153647633e-06,"YEAST","1","-0.599462070416271"
"17325","sp|P32386|YBT1_YEAST","conditionC-conditionB",1.56091200101111e-07,-0.525180914283153,2.17928331626977e-06,"YEAST","1","-0.599462070416271"
"17326","sp|Q04432|HSP31_YEAST","conditionC-conditionB",1.57015494000179e-07,-0.462521069489071,2.1855059746581e-06,"YEAST","1","-0.599462070416271"
"17327","sp|Q05584|GLO2_YEAST","conditionC-conditionB",1.57059558862791e-07,-0.522420028227461,2.1855059746581e-06,"YEAST","1","-0.599462070416271"
"17328","sp|P25045|LCB1_YEAST","conditionC-conditionB",1.58928605996495e-07,-0.612552735055706,2.20784041851942e-06,"YEAST","1","-0.599462070416271"
"17329","sp|P40553|DOT5_YEAST","conditionC-conditionB",1.60110575086504e-07,-0.511937504222804,2.22027281031698e-06,"YEAST","1","-0.599462070416271"
"17330","sp|P31412|VATC_YEAST","conditionC-conditionB",1.60424213733355e-07,-0.645467941317644,2.22027281031698e-06,"YEAST","1","-0.599462070416271"
"17331","sp|P40040|THO1_YEAST","conditionC-conditionB",1.60619998833167e-07,-0.725976120806108,2.22027281031698e-06,"YEAST","1","-0.599462070416271"
"17332","sp|Q12514|NOT5_YEAST","conditionC-conditionB",1.63240130719442e-07,-0.528809866211952,2.2527676785589e-06,"YEAST","1","-0.599462070416271"
"17333","sp|P28777|AROC_YEAST","conditionC-conditionB",1.6506075874074e-07,-0.49941109026203,2.27414023945438e-06,"YEAST","1","-0.599462070416271"
"17334","sp|Q04660|ERB1_YEAST","conditionC-conditionB",1.68415185859604e-07,-0.464469234927239,2.3161938216943e-06,"YEAST","1","-0.599462070416271"
"17335","sp|P53914|NAT10_YEAST","conditionC-conditionB",1.68666990005002e-07,-0.516998137994988,2.3161938216943e-06,"YEAST","1","-0.599462070416271"
