"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"12484","sp|Q9UGY1|NOL12_HUMAN","conditionC-conditionA",0.122189133006091,0.0764477595230383,0.247923104117864,"HUMAN","0","0"
"12485","sp|Q9BTV5|FSD1_HUMAN","conditionC-conditionA",0.122197660549305,0.0605530245635105,0.247923104117864,"HUMAN","0","0"
"12486","sp|O75976|CBPD_HUMAN","conditionC-conditionA",0.122234268635539,0.0583321302748381,0.247937227406988,"HUMAN","0","0"
"12487","sp|Q9UQ35|SRRM2_HUMAN","conditionC-conditionA",0.122291496634518,0.070353877512267,0.247993158669853,"HUMAN","0","0"
"12488","sp|Q9P265|DIP2B_HUMAN","conditionC-conditionA",0.122365347234862,0.0618103403782964,0.248082763375795,"HUMAN","0","0"
"12489","sp|Q9BXF6|RFIP5_HUMAN","conditionC-conditionA",0.12243952346267,0.0887635703502464,0.248110228755582,"HUMAN","0","0"
"12490","sp|O95376|ARI2_HUMAN","conditionC-conditionA",0.122457793684727,0.0771299882602217,0.248110228755582,"HUMAN","0","0"
"12491","sp|O43572|AKA10_HUMAN","conditionC-conditionA",0.122467897202325,0.127753543341444,0.248110228755582,"HUMAN","0","0"
"12492","sp|Q13573|SNW1_HUMAN","conditionC-conditionA",0.12262419007001,0.0664100327158438,0.24836669933531,"HUMAN","0","0"
"12493","sp|Q99797|MIPEP_HUMAN","conditionC-conditionA",0.122718400812802,0.0757491271065471,0.248497333171299,"HUMAN","0","0"
"12494","sp|Q96MM7|H6ST2_HUMAN;sp|O60243|H6ST1_HUMAN;sp|Q8IZP7|H6ST3_HUMAN","conditionC-conditionA",0.122811516466717,0.0715208649058654,0.248625686809769,"HUMAN","0","0"
"12495","sp|Q9UNF1|MAGD2_HUMAN","conditionC-conditionA",0.122870446188095,0.0619140406427338,0.248684787384084,"HUMAN","0","0"
"12496","sp|Q9NV66|TYW1_HUMAN;sp|Q6NUM6|TYW1B_HUMAN","conditionC-conditionA",0.123070345004638,0.0787729380047031,0.248933427408545,"HUMAN","0","0"
"12497","sp|Q9NX95|SYBU_HUMAN","conditionC-conditionA",0.123107853684252,0.112473128707294,0.248933427408545,"HUMAN","0","0"
"12498","sp|Q5H9L2|TCAL5_HUMAN;sp|Q6IPX3|TCAL6_HUMAN","conditionC-conditionA",0.123109563070683,0.0877987667760861,0.248933427408545,"HUMAN","0","0"
"12499","sp|O14578|CTRO_HUMAN","conditionC-conditionA",0.123112358694457,0.0598879961934251,0.248933427408545,"HUMAN","0","0"
"12500","sp|Q8NE71|ABCF1_HUMAN","conditionC-conditionA",0.123203852966722,0.0623979611113476,0.249058211834831,"HUMAN","0","0"
"12501","sp|Q9BRT3|MIEN1_HUMAN","conditionC-conditionA",0.123290234580154,0.0618205315666668,0.249172603140122,"HUMAN","0","0"
"12502","sp|Q04656|ATP7A_HUMAN","conditionC-conditionA",0.123400329139547,0.0690201274099738,0.24927770895638,"HUMAN","0","0"
"12503","sp|P51795|CLCN5_HUMAN","conditionC-conditionA",0.123401855205,0.069156999581191,0.24927770895638,"HUMAN","0","0"
"12504","sp|Q9UKK6|NXT1_HUMAN","conditionC-conditionA",0.123454987880207,0.074027479149989,0.249324816141552,"HUMAN","0","0"
"12505","sp|P57740|NU107_HUMAN","conditionC-conditionA",0.123496427700562,0.078474012232018,0.249348291854129,"HUMAN","0","0"
"12506","sp|P50416|CPT1A_HUMAN","conditionC-conditionA",0.123823711071462,0.0683127668583814,0.249779163914462,"HUMAN","0","0"
"12507","sp|Q8TD19|NEK9_HUMAN","conditionC-conditionA",0.123839810921487,0.0784023744715982,0.249779163914462,"HUMAN","0","0"
"12508","sp|P52630|STAT2_HUMAN","conditionC-conditionA",0.12384105888279,0.0872609747095488,0.249779163914462,"HUMAN","0","0"
"12509","sp|Q32NB8|PGPS1_HUMAN","conditionC-conditionA",0.123857151032231,0.182409999745324,0.249779163914462,"HUMAN","0","0"
"12510","sp|Q9UBC3|DNM3B_HUMAN","conditionC-conditionA",0.123859164504756,0.0831929083830306,0.249779163914462,"HUMAN","0","0"
"12511","sp|Q8NEF9|SRFB1_HUMAN","conditionC-conditionA",0.12398829514967,0.0757599989884618,0.249979294198817,"HUMAN","0","0"
"12512","sp|O15381|NVL_HUMAN","conditionC-conditionA",0.124036619880791,0.0759739893589357,0.250016450244169,"HUMAN","0","0"
"12513","sp|Q8IWV8|UBR2_HUMAN","conditionC-conditionA",0.124158227789619,0.0657127349678903,0.25020126723002,"HUMAN","0","0"
"12514","sp|Q5VT52|RPRD2_HUMAN","conditionC-conditionA",0.124280128328815,0.0690241107070526,0.250386584729916,"HUMAN","0","0"
"12515","sp|P27361|MK03_HUMAN","conditionC-conditionA",0.124407983366771,0.0815739882145553,0.250583806574254,"HUMAN","0","0"
"12516","sp|Q8TDD1|DDX54_HUMAN","conditionC-conditionA",0.124460430083312,0.06393320074057,0.250629081817177,"HUMAN","0","0"
"12517","sp|Q8WZA9|IRGQ_HUMAN","conditionC-conditionA",0.124546665718356,0.0612225996456029,0.250742360472463,"HUMAN","0","0"
"12518","sp|O15379|HDAC3_HUMAN","conditionC-conditionA",0.124629772740266,0.0915533460614589,0.25084928746735,"HUMAN","0","0"
"12519","sp|P33993|MCM7_HUMAN","conditionC-conditionA",0.124762944131249,0.0629055243789193,0.251056906104339,"HUMAN","0","0"
"12520","sp|Q7L523|RRAGA_HUMAN;sp|Q5VZM2|RRAGB_HUMAN","conditionC-conditionA",0.124815735887544,0.0885760036512158,0.251073867305764,"HUMAN","0","0"
"12521","sp|Q15291|RBBP5_HUMAN","conditionC-conditionA",0.124831416986413,0.0589676359826742,0.251073867305764,"HUMAN","0","0"
"12522","sp|Q969J3|BORC5_HUMAN","conditionC-conditionA",0.124952802155063,0.0547394022116974,0.251257582212742,"HUMAN","0","0"
"12523","sp|Q9Y5X2|SNX8_HUMAN","conditionC-conditionA",0.125038331730192,0.0924953385017157,0.251369126985479,"HUMAN","0","0"
"12524","sp|Q765P7|MTSS2_HUMAN","conditionC-conditionA",0.125296867614973,0.0896019276997584,0.251828335463594,"HUMAN","0","0"
"12525","sp|Q03154|ACY1_HUMAN","conditionC-conditionA",0.125505173359839,0.0619214021961868,0.25218639231339,"HUMAN","0","0"
"12526","sp|P98175|RBM10_HUMAN","conditionC-conditionA",0.125696622173855,0.0554599850671443,0.252467585522886,"HUMAN","0","0"
"12527","sp|Q9NP84|TNR12_HUMAN","conditionC-conditionA",0.125715321429681,0.192691417214522,0.252467585522886,"HUMAN","0","0"
"12528","sp|Q9GZP4|PITH1_HUMAN","conditionC-conditionA",0.125735680222745,0.0999041409632479,0.252467585522886,"HUMAN","0","0"
"12529","sp|O60566|BUB1B_HUMAN","conditionC-conditionA",0.125836425507269,0.0659022183348501,0.252594499187037,"HUMAN","0","0"
"12530","sp|Q6P2C8|MED27_HUMAN","conditionC-conditionA",0.125859294285829,0.103470093630914,0.252594499187037,"HUMAN","0","0"
"12531","sp|Q96QC0|PP1RA_HUMAN","conditionC-conditionA",0.125965249878943,0.0599098871652079,0.252746493459117,"HUMAN","0","0"
"12532","sp|Q9UPZ6|THS7A_HUMAN","conditionC-conditionA",0.126064329354691,0.0744211997110339,0.252819472932352,"HUMAN","0","0"
"12533","sp|Q13614|MTMR2_HUMAN","conditionC-conditionA",0.126087831282764,0.0691689493037352,0.252819472932352,"HUMAN","0","0"
"12534","sp|P53597|SUCA_HUMAN","conditionC-conditionA",0.126092313954423,0.0681451218539837,0.252819472932352,"HUMAN","0","0"
"12535","sp|Q13404|UB2V1_HUMAN","conditionC-conditionA",0.126192167075452,-0.0749176673245399,0.252959034815916,"HUMAN","0","0"
"12536","sp|Q8TBC3|SHKB1_HUMAN","conditionC-conditionA",0.126406144895749,0.0929679116977888,0.253327244132075,"HUMAN","0","0"
"12537","sp|P17535|JUND_HUMAN","conditionC-conditionA",0.126496110311975,0.0910535916331129,0.253409772109733,"HUMAN","0","0"
"12538","sp|Q7KZ85|SPT6H_HUMAN","conditionC-conditionA",0.126527486066527,0.0692471574527811,0.253409772109733,"HUMAN","0","0"
"12539","sp|Q8WUH6|TM263_HUMAN","conditionC-conditionA",0.126538228904728,0.0565967457902473,0.253409772109733,"HUMAN","0","0"
"12540","sp|Q8NHP8|PLBL2_HUMAN","conditionC-conditionA",0.126592820900116,-0.0698750621401443,0.253458405838562,"HUMAN","0","0"
"12541","sp|P49848|TAF6_HUMAN","conditionC-conditionA",0.126817632402245,0.0798449586249244,0.253830501269043,"HUMAN","0","0"
"12542","sp|P49770|EI2BB_HUMAN","conditionC-conditionA",0.126839371613456,0.0590506371158002,0.253830501269043,"HUMAN","0","0"
"12543","sp|P00387|NB5R3_HUMAN","conditionC-conditionA",0.126920424747532,0.0520946945956357,0.253931940708998,"HUMAN","0","0"
"12544","sp|Q8TCG5|CPT1C_HUMAN","conditionC-conditionA",0.126993725945199,0.13758361659045,0.254017825898038,"HUMAN","0","0"
"12545","sp|P51608|MECP2_HUMAN","conditionC-conditionA",0.127120544405481,0.0656014283149042,0.254210691741521,"HUMAN","0","0"
"12546","sp|Q8WXD5|GEMI6_HUMAN","conditionC-conditionA",0.127241148539703,0.105868386014866,0.2543910411756,"HUMAN","0","0"
"12547","sp|Q01484|ANK2_HUMAN","conditionC-conditionA",0.127319060062888,0.0573263792708712,0.254485970197402,"HUMAN","0","0"
"12548","sp|Q9Y4G6|TLN2_HUMAN","conditionC-conditionA",0.12739561748766,0.0531389136825216,0.254569885884101,"HUMAN","0","0"
"12549","sp|Q9H1A3|METL9_HUMAN","conditionC-conditionA",0.127459554641513,0.0647462222219786,0.254569885884101,"HUMAN","0","0"
"12550","sp|O75533|SF3B1_HUMAN","conditionC-conditionA",0.127489141905498,0.0545645857741232,0.254569885884101,"HUMAN","0","0"
"12551","sp|Q8WVR3|TPC14_HUMAN","conditionC-conditionA",0.127494489466956,0.13530339248961,0.254569885884101,"HUMAN","0","0"
"12552","sp|Q01831|XPC_HUMAN","conditionC-conditionA",0.127513243090817,0.0733725617066019,0.254569885884101,"HUMAN","0","0"
"12553","sp|Q9UK99|FBX3_HUMAN","conditionC-conditionA",0.128076152372587,0.0701422784468332,0.25563266403149,"HUMAN","0","0"
"12554","sp|Q9BQ75|CMS1_HUMAN","conditionC-conditionA",0.128164588678474,0.105940029669764,0.255716148118177,"HUMAN","0","0"
"12555","sp|Q92636|FAN_HUMAN","conditionC-conditionA",0.128179133434341,0.0958874591589484,0.255716148118177,"HUMAN","0","0"
"12556","sp|Q9UHR6|ZNHI2_HUMAN","conditionC-conditionA",0.128334489050074,0.0709587882529006,0.255965020731163,"HUMAN","0","0"
"12557","sp|Q9UPN6|SCAF8_HUMAN","conditionC-conditionA",0.128459085734143,0.061505684394018,0.25615244015132,"HUMAN","0","0"
"12558","sp|Q7Z6J6|FRMD5_HUMAN","conditionC-conditionA",0.128554681566608,0.108793468074848,0.256281955170809,"HUMAN","0","0"
"12559","sp|Q16706|MA2A1_HUMAN","conditionC-conditionA",0.128663271426401,0.0714164616229603,0.256437306706146,"HUMAN","0","0"
"12560","sp|Q9UM13|APC10_HUMAN","conditionC-conditionA",0.128823890031726,0.154065937915237,0.256696257406558,"HUMAN","0","0"
"12561","sp|Q9Y5K8|VATD_HUMAN","conditionC-conditionA",0.129061846575988,-0.0693339699042377,0.257032157747335,"HUMAN","0","0"
"12562","sp|Q9UHQ4|BAP29_HUMAN","conditionC-conditionA",0.129063841717663,0.0568693357425237,0.257032157747335,"HUMAN","0","0"
"12563","sp|P10644|KAP0_HUMAN","conditionC-conditionA",0.129084666093364,0.0694802391982141,0.257032157747335,"HUMAN","0","0"
"12564","sp|Q9UQF2|JIP1_HUMAN","conditionC-conditionA",0.129154612159842,0.127665730955102,0.257110216970425,"HUMAN","0","0"
"12565","sp|Q8WUY1|THEM6_HUMAN","conditionC-conditionA",0.129258937951223,0.0736721424717107,0.25717209683005,"HUMAN","0","0"
"12566","sp|Q7Z2T5|TRM1L_HUMAN","conditionC-conditionA",0.129278210600903,0.075516368816932,0.25717209683005,"HUMAN","0","0"
"12567","sp|Q86UU1|PHLB1_HUMAN","conditionC-conditionA",0.129304540901909,0.0620254843833957,0.25717209683005,"HUMAN","0","0"
"12568","sp|P11234|RALB_HUMAN","conditionC-conditionA",0.129308701084582,-0.075481024354584,0.25717209683005,"HUMAN","0","0"
"12569","sp|Q68DH5|LMBD2_HUMAN","conditionC-conditionA",0.129616566738186,-0.131740722339351,0.257723097392167,"HUMAN","0","0"
"12570","sp|Q9H3R5|CENPH_HUMAN","conditionC-conditionA",0.129689708042136,-0.0651430433067398,0.257807232792105,"HUMAN","0","0"
"12571","sp|Q8TCS8|PNPT1_HUMAN","conditionC-conditionA",0.129839895473974,0.628895995571315,0.258044450059136,"HUMAN","0","0"
"12572","sp|Q03252|LMNB2_HUMAN","conditionC-conditionA",0.1300746079838,0.0590840044530079,0.258449500253866,"HUMAN","0","0"
"12573","sp|P52758|RIDA_HUMAN","conditionC-conditionA",0.130109366845255,-0.0733567518685482,0.258457157939874,"HUMAN","0","0"
"12574","sp|P49916|DNLI3_HUMAN","conditionC-conditionA",0.130227648808734,0.0797909248798419,0.258586288739091,"HUMAN","0","0"
"12575","sp|Q96D71|REPS1_HUMAN;sp|Q8NFH8|REPS2_HUMAN","conditionC-conditionA",0.130236212862495,0.0707697369831311,0.258586288739091,"HUMAN","0","0"
"12576","sp|Q7L804|RFIP2_HUMAN","conditionC-conditionA",0.130291745129672,0.105541874951245,0.258635144675872,"HUMAN","0","0"
"12577","sp|O60271|JIP4_HUMAN","conditionC-conditionA",0.130323714189235,0.06241116577197,0.258637214467151,"HUMAN","0","0"
"12578","sp|Q9H9H4|VP37B_HUMAN","conditionC-conditionA",0.130436698648815,0.0956793591575592,0.258800026287079,"HUMAN","0","0"
"12579","sp|O00479|HMGN4_HUMAN","conditionC-conditionA",0.130616450645777,0.0943175177807161,0.259095203214097,"HUMAN","0","0"
"12580","sp|Q9HBF4|ZFYV1_HUMAN","conditionC-conditionA",0.130692973633387,0.0640028657939401,0.259185520155565,"HUMAN","0","0"
"12581","sp|Q5SXM8|DNLZ_HUMAN","conditionC-conditionA",0.130806376685796,0.095843050818609,0.259254407070541,"HUMAN","0","0"
"12582","sp|Q9H875|PKRI1_HUMAN","conditionC-conditionA",0.130821757147583,-0.0711567188851919,0.259254407070541,"HUMAN","0","0"
"12583","sp|O75319|DUS11_HUMAN","conditionC-conditionA",0.130837243267383,0.123889324139477,0.259254407070541,"HUMAN","0","0"
"12584","sp|O15021|MAST4_HUMAN","conditionC-conditionA",0.130851710181126,0.132873808829269,0.259254407070541,"HUMAN","0","0"
"12585","sp|Q8IUX7|AEBP1_HUMAN","conditionC-conditionA",0.130925075330023,0.180729481035401,0.259338324250352,"HUMAN","0","0"
"12586","sp|Q8TF74|WIPF2_HUMAN","conditionC-conditionA",0.130967668637613,0.0921872733848335,0.259361262802831,"HUMAN","0","0"
"12587","sp|Q5JTV8|TOIP1_HUMAN","conditionC-conditionA",0.13103590510394,0.0586776230730458,0.259373872574367,"HUMAN","0","0"
"12588","sp|Q86WA9|S2611_HUMAN","conditionC-conditionA",0.131036065003791,0.0952197893408143,0.259373872574367,"HUMAN","0","0"
"12589","sp|Q5VYK3|ECM29_HUMAN","conditionC-conditionA",0.131315005223775,0.060981433869237,0.259823357185726,"HUMAN","0","0"
"12590","sp|P46934|NEDD4_HUMAN","conditionC-conditionA",0.131333721452725,0.135745363062029,0.259823357185726,"HUMAN","0","0"
"12591","sp|Q92544|TM9S4_HUMAN","conditionC-conditionA",0.13135634989612,0.0739359413007203,0.259823357185726,"HUMAN","0","0"
"12592","sp|Q8TCT9|HM13_HUMAN","conditionC-conditionA",0.131418174040429,0.0837797470491955,0.259873386453002,"HUMAN","0","0"
"12593","sp|Q96E11|RRFM_HUMAN","conditionC-conditionA",0.131443791067344,0.0564106075693954,0.259873386453002,"HUMAN","0","0"
"12594","sp|Q6NUQ1|RINT1_HUMAN","conditionC-conditionA",0.131572533361697,0.071950547802605,0.260032436157039,"HUMAN","0","0"
"12595","sp|Q5VW38|GP107_HUMAN","conditionC-conditionA",0.131586424706037,0.0819524305723772,0.260032436157039,"HUMAN","0","0"
"12596","sp|Q6ZUX3|TGRM2_HUMAN","conditionC-conditionA",0.13190413343041,0.0781894801663465,0.260598693096744,"HUMAN","0","0"
"12597","sp|Q8NCP5|ZBT44_HUMAN","conditionC-conditionA",0.131954027300373,0.175387192208935,0.260635694452767,"HUMAN","0","0"
"12598","sp|P10412|H14_HUMAN;sp|Q02539|H11_HUMAN;sp|P22492|H1T_HUMAN","conditionC-conditionA",0.13204868549955,0.0641509904788243,0.260761075993562,"HUMAN","0","0"
"12599","sp|Q99766|ATP5S_HUMAN","conditionC-conditionA",0.132105890690843,0.0675056512903534,0.260764479109095,"HUMAN","0","0"
"12600","sp|Q9Y3L3|3BP1_HUMAN","conditionC-conditionA",0.132112770295975,0.0724669957717088,0.260764479109095,"HUMAN","0","0"
"12601","sp|Q9H7Z3|NRDE2_HUMAN","conditionC-conditionA",0.132222333098371,0.117266810280702,0.26091915330384,"HUMAN","0","0"
"12602","sp|Q00013|EM55_HUMAN","conditionC-conditionA",0.132310439461432,0.0974637115424483,0.261031423735776,"HUMAN","0","0"
"12603","sp|Q9Y2A7|NCKP1_HUMAN;sp|P55160|NCKPL_HUMAN","conditionC-conditionA",0.132343968987966,0.0600573514614253,0.261035993548669,"HUMAN","0","0"
"12604","sp|O75792|RNH2A_HUMAN","conditionC-conditionA",0.132890508945806,0.0662173172981384,0.262052187293982,"HUMAN","0","0"
"12605","sp|Q63HK5|TSH3_HUMAN","conditionC-conditionA",0.133052164091,0.107970181919715,0.262309110865872,"HUMAN","0","0"
"12606","sp|O14579|COPE_HUMAN","conditionC-conditionA",0.133302262187622,0.0670087372684935,0.262734139350582,"HUMAN","0","0"
"12607","sp|P48739|PIPNB_HUMAN","conditionC-conditionA",0.133330585603715,-0.0688279056297174,0.262734139350582,"HUMAN","0","0"
"12608","sp|O75127|PTCD1_HUMAN","conditionC-conditionA",0.133376035001484,0.0875277446629655,0.262761785799155,"HUMAN","0","0"
"12609","sp|Q9Y548|YIPF1_HUMAN","conditionC-conditionA",0.13358218272948,0.172194818959548,0.263105933623797,"HUMAN","0","0"
"12610","sp|Q9Y4P1|ATG4B_HUMAN","conditionC-conditionA",0.133658464952252,0.091859133173599,0.263160203322927,"HUMAN","0","0"
"12611","sp|O43896|KIF1C_HUMAN","conditionC-conditionA",0.133672670538777,0.072615641075113,0.263160203322927,"HUMAN","0","0"
"12612","sp|O60499|STX10_HUMAN","conditionC-conditionA",0.13381745313119,0.0935401465402136,0.263383233828228,"HUMAN","0","0"
"12613","sp|Q13490|BIRC2_HUMAN;sp|Q13489|BIRC3_HUMAN","conditionC-conditionA",0.13386037226016,0.0730295110731364,0.263405716049816,"HUMAN","0","0"
"12614","sp|Q5T8D3|ACBD5_HUMAN","conditionC-conditionA",0.133959899396992,0.0637332335565036,0.263539552730428,"HUMAN","0","0"
"12615","sp|Q01201|RELB_HUMAN","conditionC-conditionA",0.134003919845811,0.0841926354888873,0.263564153732482,"HUMAN","0","0"
"12616","sp|O95831|AIFM1_HUMAN","conditionC-conditionA",0.134043005746396,0.0577761445754498,0.263579039985213,"HUMAN","0","0"
"12617","sp|Q15334|L2GL1_HUMAN","conditionC-conditionA",0.13422623924518,0.0935101288888964,0.263877301083084,"HUMAN","0","0"
"12618","sp|O14531|DPYL4_HUMAN","conditionC-conditionA",0.134468322988289,0.0570619737557207,0.2642910893422,"HUMAN","0","0"
"12619","sp|Q8N5L8|RP25L_HUMAN","conditionC-conditionA",0.13466362613971,0.0975642609020736,0.264612759728946,"HUMAN","0","0"
"12620","sp|P0CG12|DERPC_HUMAN","conditionC-conditionA",0.134803611419078,0.0696877947562401,0.264825605425829,"HUMAN","0","0"
"12621","sp|A5D8V6|VP37C_HUMAN","conditionC-conditionA",0.135232073072401,0.172378110556164,0.265604938258452,"HUMAN","0","0"
"12622","sp|Q86SZ2|TPC6B_HUMAN","conditionC-conditionA",0.135352834515435,0.079509276569396,0.265707009332361,"HUMAN","0","0"
"12623","sp|Q9UIG0|BAZ1B_HUMAN","conditionC-conditionA",0.135358574401124,0.0520154548096319,0.265707009332361,"HUMAN","0","0"
"12624","sp|Q9Y6R4|M3K4_HUMAN","conditionC-conditionA",0.135379357499126,0.0975321518398461,0.265707009332361,"HUMAN","0","0"
"12625","sp|O95202|LETM1_HUMAN","conditionC-conditionA",0.135470300129279,0.0553396944104353,0.265812540484729,"HUMAN","0","0"
"12626","sp|Q9BYN8|RT26_HUMAN","conditionC-conditionA",0.135496694976253,0.0762443974130364,0.265812540484729,"HUMAN","0","0"
"12627","sp|Q86U38|NOP9_HUMAN","conditionC-conditionA",0.135638225681245,0.074651585796551,0.266027786438145,"HUMAN","0","0"
"12628","sp|Q96GX9|MTNB_HUMAN","conditionC-conditionA",0.135836970720292,0.159876419072367,0.266355119843798,"HUMAN","0","0"
"12629","sp|Q5MIZ7|P4R3B_HUMAN","conditionC-conditionA",0.135921342519488,0.0735846969473978,0.266458084268747,"HUMAN","0","0"
"12630","sp|Q9NWU5|RM22_HUMAN","conditionC-conditionA",0.136079468742995,0.0614672623881179,0.266705553573393,"HUMAN","0","0"
"12631","sp|Q6P3X3|TTC27_HUMAN","conditionC-conditionA",0.136258286565962,0.0669297091927072,0.266993451394362,"HUMAN","0","0"
"12632","sp|P49748|ACADV_HUMAN","conditionC-conditionA",0.136387456778461,0.0541295603663654,0.26718395433082,"HUMAN","0","0"
"12633","sp|O75822|EIF3J_HUMAN","conditionC-conditionA",0.136524645793002,0.0671180407524414,0.267344812389076,"HUMAN","0","0"
"12634","sp|Q8NCN4|RN169_HUMAN","conditionC-conditionA",0.136543305960181,0.0572283335489035,0.267344812389076,"HUMAN","0","0"
"12635","sp|P30291|WEE1_HUMAN","conditionC-conditionA",0.136565471544438,0.074191870803804,0.267344812389076,"HUMAN","0","0"
"12636","sp|P00533|EGFR_HUMAN","conditionC-conditionA",0.136687915484748,0.0541862511633696,0.267507766464333,"HUMAN","0","0"
"12637","sp|P51946|CCNH_HUMAN","conditionC-conditionA",0.136725713405291,0.0634805145759986,0.267507766464333,"HUMAN","0","0"
"12638","sp|Q75N03|HAKAI_HUMAN","conditionC-conditionA",0.136744673159754,0.0864690869636966,0.267507766464333,"HUMAN","0","0"
"12639","sp|P36405|ARL3_HUMAN","conditionC-conditionA",0.136818795573435,0.0579636792564138,0.267590174784994,"HUMAN","0","0"
"12640","sp|Q9Y4C1|KDM3A_HUMAN","conditionC-conditionA",0.136865752294885,0.0731137348940581,0.267619426336714,"HUMAN","0","0"
"12641","sp|Q9UH62|ARMX3_HUMAN","conditionC-conditionA",0.137092260748205,0.0696825038365475,0.267999667283132,"HUMAN","0","0"
"12642","sp|P57764|GSDMD_HUMAN","conditionC-conditionA",0.13724922605136,0.116475928013719,0.268243813383389,"HUMAN","0","0"
"12643","sp|Q8WWK9|CKAP2_HUMAN","conditionC-conditionA",0.137427522242794,0.0672497139609647,0.268529525354318,"HUMAN","0","0"
"12644","sp|Q8ND24|RN214_HUMAN","conditionC-conditionA",0.137463417412953,0.0566575627672756,0.268536921239086,"HUMAN","0","0"
"12645","sp|O76062|ERG24_HUMAN","conditionC-conditionA",0.137605044855445,-0.100948520198711,0.268694940493337,"HUMAN","0","0"
